課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Korean Political Thought in the Past and Present,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/korean-political-thought-in-the-past-and-present,8 modules,"Diplomacy, World History, Civil Law, Ethical Standards And Conduct, Social Studies, Political Sciences, Social Justice, International Relations, Governance, Family Law, Social Sciences, Policy Analysis, Culture",Foundation of Joseon Dynasty and Political Legitimacyâ | King Injo's Restorationâ | International Order: China-Centered Tributary System â | Confucian Theory of Just Warâ | Colonization and Koreaâs Independence Movementâ | Family System & Norms in Korea and Confucian Human Rights Theory â | Civil Society and Nun-chi in Korean Culture | Korean Democracy and Confucian Virtue Politics,"KWON KR, Ahyoung Lee, Youngsun Back, Sungkyunkwan University",Starts Jul 18,Flexible schedule,Learn at your own pace
Perplexity AI: A Comprehensive Guide to Generative AI,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/perplexity-ai-comprehensive-guide-to-generative-ai,6 modules,"ChatGPT, Artificial Intelligence and Machine Learning (AI/ML), Business, Campaign Management, Generative AI Agents, Social Media Marketing, Content Marketing, Market Trend, Content Creation, Business Process Automation, Business Management, AI Personalization, Business Marketing, Marketing, Search Engine Optimization, Email Marketing, Automation, Digital Marketing, Keyword Research, Prompt Engineering","Introduction to Perplexity AI for Marketing | Prompt Engineering for Marketing Success | Automating Campaigns and Customer Engagement | Market Research, SEO, and PPC with AI | Ethical AI Use and Strategic Planning | Conclusion","Anton Voroniuk, SkillsBooster Academy",Starts Jul 18,Flexible schedule,Learn at your own pace
How to Understand Our Emotions: Seongho's New Proposal 1,N/A,N/A,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/how-to-understand-our-emotions-seonghos-new-proposal-1,8 modules,"Emotional Intelligence, Personal Integrity, Psychology, Cultural Sensitivity, Empathy, Critical Thinking, Compassion, Self-Awareness, Decision Making, Ethical Standards And Conduct",An Introduction to Seongho Yi Ik and the Four-Seven Debate | Zhu Xiâs Moral Psychology | Seongho Yi Ikâs Moral Emotions in Lived Experience: Focusing on Comparison with Zhu Xi | Seongho Yi Ikâs  Typology of Emotions | Seongho Yi Ik on Compassion and Commiseration: The Dongche Model for Benevolence | Seongho Yi Ikâs on Shame and Disdain: The Mua Model for Righteousness | Yi Ikâs Presentation of Wisdom in the New Compilation of the Four-Seven Debate | Seongho Yi Ik on the Role of the Four Beginnings,"SO JEONG PARK, Youngsun Back, Stephen Angle, Hagop Sarkissian, So-Yi Chung, Sungkyunkwan University",Starts Jul 18,Flexible schedule,Learn at your own pace
Product Launch and Post-Launch Management,4.4 out of 5 stars,13 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/microsoft-product-launch-and-post-launch-management,7 modules,"Quality Assurance and Control, Product Development, User Feedback, Data-Driven Decision-Making, Release Management, Key Performance Indicators (KPIs), Product Management, Generative AI, Product Quality (QA/QC), Product Marketing, Product Lifecycle Management, Continuous Improvement Process, Cross-Functional Collaboration, Promotional Strategies, Sales Strategy, Risk Management, Product Testing, New Product Development, Customer Insights, Performance Analysis",Product launch planning | Product marketing and sales strategies | Quality assurance and control | Post-launch management | Performance evaluation and process improvement | Application of GenAI in product management | Launching and managing AI product lifecycles,,Starts Jul 18,29 hours to complete,
Artificial Intelligence,N/A,N/A,Mixed · Course · 3 - 6 Months,https://www.coursera.org/learn/artificial-intelligence-1,18 modules,"Game Design, Text Mining, Artificial Intelligence, Taxonomy, Business Strategy, Decision Support Systems, Probability & Statistics, Natural Language Processing, Computational Logic, Machine Learning Algorithms, Supervised Learning, Decision Tree Learning, Algorithms, Machine Learning, Strategic Thinking, Strategic Decision-Making, Artificial Intelligence and Machine Learning (AI/ML), Complex Problem Solving, Information Architecture, Bayesian Statistics",Welcome to Artificial Intelligence | Introduction to Artificial Intelligence | Problem Solving in Artificial Intelligence | Weekly Summative Assessment | Searching Techniques - Uninformed Search | Informed or Heuristic Search | Knowledge Representation | Propositional and Predicate Logic | Weekly Summative Assessment | Game Playing | Reasoning with Uncertainty | Weekly Summative Assessment | Natural Language Processing | Learning | Classification Algorithms and Fuzzy Logic | Expert Systems | Weekly Summative Assessment | Term-End Staff Graded Assignment,"Dr. Arpit Singh, O.P. Jindal Global University",Starts Jul 18,Build toward a degree,Learn more
Inteligencia artificial generativa para alumnos,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/iag-para-alumnos,4 modules,"ChatGPT, Critical Thinking, Planning, Generative AI, Analysis, Prompt Engineering, Technology Strategies, Educational Materials, Ethical Standards And Conduct, Creativity, Artificial Intelligence",Fundamentos de IAG | IAG como compaÃ±ero de estudio | IAG como compaÃ±ero en la generaciÃ³n de productos del aprendizaje | BibliografÃ­a,"Anna Karina Cruz LÃ³pez, Universidades AnÃ¡huac",Starts Jul 18,Flexible schedule,Learn at your own pace
Cybersecurity Strategies for AI-Driven Organizations,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cybersecurity-strategies-for-ai-driven-organizations,1 module,"Data Ethics, Data Integrity, MITRE ATT&CK Framework, Incident Response, Data Security, Cyber Security Strategy, Threat Detection, Tensorflow, Penetration Testing, Threat Modeling, Risk Management Framework, Vulnerability Assessments, Artificial Intelligence, Cybersecurity",Cybersecurity Strategies for AI-Driven Organizations,"Ashraf S. A. AlMadhoun, Coursera Instructor Network",Starts Jul 18,Flexible schedule,Learn at your own pace
Generative AI for Java and Spring Developers,4.7 out of 5 stars,7.5K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-java-and-spring-developers,,"Artificial Intelligence, ChatGPT, Software Testing, CI/CD, Generative AI, Natural Language Processing, IBM Cloud, Test Automation, Prompt Engineering, OpenAI, Software Development Tools, DevSecOps",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI:Â Elevate your Software Development Career | Generative AI for Java and Spring Development,"Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, Ramanujam Srinivasan, SkillUp EdTech",Starts Jul 18,1 month,at 10 hours. a week
AI-Powered Business Operations,N/A,N/A,Intermediate · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/ai-powered-business-operations,,"Customer Relationship Management (CRM) Software, Process Design, Business Process Management, Business Process Automation, Storytelling, ChatGPT, Generative AI, Environmental Social And Corporate Governance (ESG), Process Analysis, Corporate Sustainability, Data Presentation, Product Knowledge",Business Process Modeling with AI | ChatGPT (and other AI) for Product Management & Innovation | Master Data Storytelling for B2B & B2C Sales | Gen AI For Sustainability,"JoÃ£o Freitas, Joyce Wong, Vipesh Singla, Manas Dasgupta",Starts Jul 18,Flexible schedule,Learn at your own pace
AI Fundamentals in Financial Services,4.6 out of 5 stars,7 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-financial-services,4 modules,"Algorithms, Financial Regulation, Artificial Intelligence, Customer Service, Deep Learning, Data Ethics, Data Management, Big Data, Banking, Financial Services, Reinforcement Learning, Strategic Decision-Making, Credit Risk, AI Personalization, FinTech, Unsupervised Learning, Machine Learning, Natural Language Processing, Applied Machine Learning","Fundamentals of AI | Data and AI Learning Methods | Applying AI in financial services | Review, reflect, and demonstrate your learning","Martin Schmalz, SaÃ¯d Business School, University of Oxford",Starts Jul 18,Flexible schedule,Learn at your own pace
Real-World Applications & Model Deployment in Java,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/real-world-applications--model-deployment-in-java,3 modules,"Machine Learning, Reinforcement Learning, Java, Spring Boot, Spring Framework, Application Deployment, Applied Machine Learning, Artificial Intelligence, CI/CD, Data Ethics, Continuous Monitoring, Deep Learning, Restful API, Jenkins, MLOps (Machine Learning Operations)",Enterprise Applications of Machine Learning | Advanced Topics and Emerging Trends | Optional Extension or Workshops,Board Infinity,Starts Jul 18,Flexible schedule,Learn at your own pace
Unlocking AI and ML : Your Path to Smart Business Solutions,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/unlocking-ai-ml-your-path-to-smart-business-solutions,6 modules,"Analytical Skills, Business Analytics, Unsupervised Learning, Regression Analysis, Data Quality, Machine Learning, Data-Driven Decision-Making, Generative AI, Predictive Modeling, Deep Learning, Python Programming, Data Cleansing, Data Science, Business Ethics, Data Analysis, Supervised Learning, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Artificial Neural Networks, Business Intelligence",What is the Problem? | Data - The Fuel of AI | Not Every AI Problem Needs an ML Model | AI-ML Primer | The Generative AI Revolution | AI-ML and the Future,"Fractal Analytics Academy, Fractal Analytics",Starts Jul 18,Flexible schedule,Learn at your own pace
CEO Playbook: Generative AI,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ceo-playbook-generative-ai,1 module,"Analytical Skills, Generative AI Agents, Business Strategy, Strategic Leadership, Business Ethics, Business Transformation, ChatGPT, Innovation, Business Leadership, Strategic Decision-Making, Communication Strategies, Thought Leadership, Decision Making, Leadership, Organizational Change, Strategic Communication, Digital Transformation, Strategic Marketing",CEO Playbook: Generative AI,Julian Jenkins,Starts Jul 18,Flexible schedule,Learn at your own pace
Open Data and Intelligent Finance,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/open-data-and-intelligent-finance,5 modules,"Financial Data, Data Ethics, AI Personalization, Financial Systems, Financial Services, Financial Regulation, Open Source Technology, Business Ethics, Mobile Banking, Data Governance, Finance, FinTech, Application Programming Interface (API), Payment Systems, Data Sharing, Product Design, Governance, Real Time Data, Interoperability, Human Centered Design","The evolution of Open Data in finance | Smarter financial ecosystems | Embedded Finance and Platformisation | Disruption, design, and real-world impact | Review, reflect, and demonstrate your learning","Pinar Ozcan, SaÃ¯d Business School, University of Oxford",Starts Jul 18,Flexible schedule,Learn at your own pace
AI Essentials,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/oxford-ai-essentials,5 modules,"Risk Analysis, Unsupervised Learning, Supervised Learning, Reinforcement Learning, Strategic Thinking, Artificial Intelligence, Business Ethics, Business Intelligence, Artificial Neural Networks, Machine Learning, Data Ethics, Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Deep Learning",Introduction | Introduction to Artificial Intelligence | History and Development of AI | Types of AI and its Capabilities | Conclusion,"Matthias Holweg, SaÃ¯d Business School, University of Oxford",Starts Jul 18,Flexible schedule,Learn at your own pace
The Evolution of Sports Media,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/the-evolution-of-sports-media,4 modules,"Digital Media Strategy, Media Production, Storytelling, Social Media Marketing, Public Relations, Media Strategy, Social Media, Media and Communications, Video Production, Crisis Management, Digital Marketing, Social Media Campaigns, Advertising, Journalism, Brand Management, Media Relations, Content Creation, Intellectual Property, Revenue Management, Communication Strategies",History and Foundations of Sports Media | The Digital Transformation of Sports Media | Media Ecosystem Today | Challenges in Modern Sports Media,"Marisa SÃ¡enz, Real Madrid Graduate School Universidad Europea",Starts Jul 18,Flexible schedule,Learn at your own pace
AI in Financial Services: Foundations through future trends,4.5 out of 5 stars,7 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-financial-services-foundations-future-trends,,"Financial Data, General Data Protection Regulation (GDPR), Artificial Intelligence, AI Personalization, Financial Regulation, Payment Systems, Financial Regulations, Data Governance, Artificial Intelligence and Machine Learning (AI/ML), FinTech, Natural Language Processing, Banking Services",AI Fundamentals in Financial Services | Designing the Future of Finance | Open Data and Intelligent Finance,"Martin Schmalz, Pinar Ozcan, SaÃ¯d Business School, University of Oxford",Starts Jul 18,1 month,at 10 hours. a week
Human-Centered Artificial Intelligence,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/hcc-6600-human-centered-ai,6 modules,"Human Centered Design, Machine Learning, Human Factors, Environmental Monitoring, Generative AI, Data Ethics, Ethical Standards And Conduct, Machine Learning Methods, Human Computer Interaction, Qualitative Research, Artificial Intelligence, Research Methodologies",Module 1: Human-Centered Computing - Designing for People | Module 2: Artificial Intelligence | Module 3: Introduction to Human-Centered AI & Research Methods in HCAI | Module 4: Collective Intelligence and Hybrid Intelligence | Module 5: Algorithmic Bias & AI Fairness | Module 6: AI Alignment & Ethics,"Carlos Toxtli Hernandez, Clemson University",Starts Jul 18,Flexible schedule,Learn at your own pace
Artificial Intelligence,N/A,N/A,Mixed · Course · 3 - 6 Months,https://www.coursera.org/learn/artificial-intelligence-1,18 modules,"Game Design, Text Mining, Artificial Intelligence, Taxonomy, Business Strategy, Decision Support Systems, Probability & Statistics, Natural Language Processing, Computational Logic, Machine Learning Algorithms, Supervised Learning, Decision Tree Learning, Algorithms, Machine Learning, Strategic Thinking, Strategic Decision-Making, Artificial Intelligence and Machine Learning (AI/ML), Complex Problem Solving, Information Architecture, Bayesian Statistics",Welcome to Artificial Intelligence | Introduction to Artificial Intelligence | Problem Solving in Artificial Intelligence | Weekly Summative Assessment | Searching Techniques - Uninformed Search | Informed or Heuristic Search | Knowledge Representation | Propositional and Predicate Logic | Weekly Summative Assessment | Game Playing | Reasoning with Uncertainty | Weekly Summative Assessment | Natural Language Processing | Learning | Classification Algorithms and Fuzzy Logic | Expert Systems | Weekly Summative Assessment | Term-End Staff Graded Assignment,"Dr. Arpit Singh, O.P. Jindal Global University",Starts Jul 18,Build toward a degree,Learn more
AWS Generative AI Applications,4.6 out of 5 stars,38 reviews,Beginner · Professional Certificate · 1 - 3 Months,https://www.coursera.org/professional-certificates/aws-generative-ai-applications,,"Artificial Intelligence, Cost Management, Data Management, Generative AI Agents, Generative AI, Data Governance, Artificial Intelligence and Machine Learning (AI/ML), API Design, MLOps (Machine Learning Operations), Prompt Engineering, Application Development, AWS SageMaker",AI Fundamentals and the Cloud | AWS Services for AI Solutions | Bringing Ideas to Life Using AI,"Alex G., Rafael Lopes, Oksana Hoeckele, Amazon Web Services",Starts Jul 18,1 month,at 10 hours. a week
AI Fundamentals and the Cloud,4.7 out of 5 stars,29 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-fundamentals-and-the-cloud,3 modules,"Cloud Development, Business Ethics, Large Language Modeling, Amazon Web Services, Artificial Intelligence and Machine Learning (AI/ML), Application Development, Data Ethics, MLOps (Machine Learning Operations), Machine Learning, Artificial Intelligence, Public Cloud",Module 1: Introduction to AI | Module 2: Rocking out with PartyRock | Module 3: Getting started with AWS AI Services,"Alex G., Oksana Hoeckele, Rafael Lopes, Amazon Web Services",Starts Jul 18,5 hours to complete,
How to Understand Our Emotions: Seongho's New Proposal 1,N/A,N/A,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/how-to-understand-our-emotions-seonghos-new-proposal-1,8 modules,"Emotional Intelligence, Personal Integrity, Psychology, Cultural Sensitivity, Empathy, Critical Thinking, Compassion, Self-Awareness, Decision Making, Ethical Standards And Conduct",An Introduction to Seongho Yi Ik and the Four-Seven Debate | Zhu Xiâs Moral Psychology | Seongho Yi Ikâs Moral Emotions in Lived Experience: Focusing on Comparison with Zhu Xi | Seongho Yi Ikâs  Typology of Emotions | Seongho Yi Ik on Compassion and Commiseration: The Dongche Model for Benevolence | Seongho Yi Ikâs on Shame and Disdain: The Mua Model for Righteousness | Yi Ikâs Presentation of Wisdom in the New Compilation of the Four-Seven Debate | Seongho Yi Ik on the Role of the Four Beginnings,"SO JEONG PARK, Youngsun Back, Stephen Angle, Hagop Sarkissian, So-Yi Chung, Sungkyunkwan University",Starts Jul 18,Flexible schedule,Learn at your own pace
Generative AI for Product Owners,4.7 out of 5 stars,7.4K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-product-owners,,"Artificial Intelligence, Content Creation, ChatGPT, Generative AI, Stakeholder Engagement, Market Intelligence, IBM Cloud, Product Requirements, Product Management, Image Analysis, Prompt Engineering, OpenAI",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Revolutionizing the Product Owner Role,"Daniel C. Yeomans, Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, SkillUp EdTech",Starts Jul 18,1 month,at 10 hours. a week
Product Strategy and Roadmapping,4.6 out of 5 stars,10 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/microsoft-product-strategy-and-roadmapping,6 modules,"Product Development, Technology Strategies, Market Research, Agile Product Development, Innovation, Product Management, Change Management, User Story, Product Strategy, Product Requirements, Prioritization, New Product Development, Stakeholder Management, Cloud Platforms, Project Management, Product Roadmaps",Generating product ideas | Developing a product strategy | Creating a product roadmap | Defining product requirements | Strategic roadmapping for AI-driven products | Stakeholder & change management essentials,,Starts Jul 18,21 hours to complete,
Product Design and UX/UI Fundamentals,4.6 out of 5 stars,8 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/microsoft-product-design-and-ux-ui-fundamentals,5 modules,"User Interface (UI) Design, Wireframing, Usability Testing, Human Centered Design, Data Ethics, Artificial Intelligence, Design Thinking, Usability, Prototyping, Figma (Design Software), User Story, User Experience Design, User Research, Mockups",Introduction to product design | UX/UI Fundamentals | Wireframes and mockup creation | User stories and product testing techniques | Designing user experiences for AI products,,Starts Jul 18,Flexible schedule,Learn at your own pace
Inteligencia artificial generativa para alumnos,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/iag-para-alumnos,4 modules,"ChatGPT, Critical Thinking, Planning, Generative AI, Analysis, Prompt Engineering, Technology Strategies, Educational Materials, Ethical Standards And Conduct, Creativity, Artificial Intelligence",Fundamentos de IAG | IAG como compaÃ±ero de estudio | IAG como compaÃ±ero en la generaciÃ³n de productos del aprendizaje | BibliografÃ­a,"Anna Karina Cruz LÃ³pez, Universidades AnÃ¡huac",Starts Jul 18,Flexible schedule,Learn at your own pace
Managing Hybrid & AI-Augmented Teams: The Future of Work,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/managing-hybrid--ai-augmented-team-the-future-of-work,1 module,"Team Leadership, Organizational Leadership, Diversity and Inclusion, Virtual Teams, People Management, Artificial Intelligence, Strategic Leadership, Leadership and Management, Collaboration, Communication, Business Ethics, Business Leadership, Telecommuting, Innovation",Managing Hybrid & AI-Augmented Teams: The Future of Work,"Eric Zackrison, Coursera Instructor Network",Starts Jul 18,Flexible schedule,Learn at your own pace
Korean Political Thought in the Past and Present,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/korean-political-thought-in-the-past-and-present,8 modules,"Diplomacy, World History, Civil Law, Ethical Standards And Conduct, Social Studies, Political Sciences, Social Justice, International Relations, Governance, Family Law, Social Sciences, Policy Analysis, Culture",Foundation of Joseon Dynasty and Political Legitimacyâ | King Injo's Restorationâ | International Order: China-Centered Tributary System â | Confucian Theory of Just Warâ | Colonization and Koreaâs Independence Movementâ | Family System & Norms in Korea and Confucian Human Rights Theory â | Civil Society and Nun-chi in Korean Culture | Korean Democracy and Confucian Virtue Politics,"KWON KR, Ahyoung Lee, Youngsun Back, Sungkyunkwan University",Starts Jul 18,Flexible schedule,Learn at your own pace
AI in Financial Services: Foundations through future trends,4.5 out of 5 stars,7 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-financial-services-foundations-future-trends,,"Financial Data, General Data Protection Regulation (GDPR), Artificial Intelligence, AI Personalization, Financial Regulation, Payment Systems, Financial Regulations, Data Governance, Artificial Intelligence and Machine Learning (AI/ML), FinTech, Natural Language Processing, Banking Services",AI Fundamentals in Financial Services | Designing the Future of Finance | Open Data and Intelligent Finance,"Martin Schmalz, Pinar Ozcan, SaÃ¯d Business School, University of Oxford",Starts Jul 18,1 month,at 10 hours. a week
Artificial Intelligence,N/A,N/A,Mixed · Course · 3 - 6 Months,https://www.coursera.org/learn/artificial-intelligence-1,18 modules,"Game Design, Text Mining, Artificial Intelligence, Taxonomy, Business Strategy, Decision Support Systems, Probability & Statistics, Natural Language Processing, Computational Logic, Machine Learning Algorithms, Supervised Learning, Decision Tree Learning, Algorithms, Machine Learning, Strategic Thinking, Strategic Decision-Making, Artificial Intelligence and Machine Learning (AI/ML), Complex Problem Solving, Information Architecture, Bayesian Statistics",Welcome to Artificial Intelligence | Introduction to Artificial Intelligence | Problem Solving in Artificial Intelligence | Weekly Summative Assessment | Searching Techniques - Uninformed Search | Informed or Heuristic Search | Knowledge Representation | Propositional and Predicate Logic | Weekly Summative Assessment | Game Playing | Reasoning with Uncertainty | Weekly Summative Assessment | Natural Language Processing | Learning | Classification Algorithms and Fuzzy Logic | Expert Systems | Weekly Summative Assessment | Term-End Staff Graded Assignment,"Dr. Arpit Singh, O.P. Jindal Global University",Starts Jul 18,Build toward a degree,Learn more
AI for Customer Experience with Chatbots and Analytics,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-customer-experience-with-chatbots-and-analytics,1 module,"ChatGPT, Self Service Technologies, Data-Driven Decision-Making, Customer experience strategy (CX), Personalized Service, Customer Service, Artificial Intelligence, Generative AI, Customer Engagement, Customer Insights, Loyalty Programs, Business Ethics, Return On Investment, Predictive Analytics",AI for Customer Experience with Chatbots and Analytics,"Manas Dasgupta, Coursera Instructor Network",Starts Jul 18,Flexible schedule,Learn at your own pace
How to Write and Publish a Scientific Paper (Project-Centered Course),4.6 out of 5 stars,2.7K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/how-to-write-a-scientific-paper,4 modules,"Data Management, Ethical Standards And Conduct, Scientific Methods, Style Guides, Editing, Research, Research Methodologies, Peer Review, Journals, Research Design",Understanding academia | Before writing: delimiting your scientific paper | Writing the paper: things you need to know | After the writing: the check list,"Mathis Plapp, Ãcole Polytechnique",Starts Jul 18,Flexible schedule,Learn at your own pace
Google SEO Fundamentals,4.8 out of 5 stars,3.7K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/seo-fundamentals,4 modules,"Content Creation, Artificial Intelligence, Content Strategy, User Experience, Content Performance Analysis, Search Engine Optimization, Marketing, Social Media, Information Architecture, Digital Marketing, Keyword Research, Web Analytics and SEO",Getting Started and Introduction to On-page SEO | Introduction to Off-Page SEO | Introduction to Technical SEO | Keyword Theory & Research,"Rebekah May, University of California, Davis",Starts Jul 18,Flexible schedule,Approx. 13 hours.Learn at your own pace
Turn Ethical Frameworks into Actionable Steps,4.7 out of 5 stars,153 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/ethical-frameworks-action,5 modules,"Personally Identifiable Information, Information Privacy, Business Ethics, Regulatory Compliance, Information Technology, Compliance Management, Business Analysis, Business Strategy, Strategic Thinking, Decision Making, Artificial Intelligence, Governance, Analytical Skills, Ethical Standards And Conduct, Data Ethics","Apply Frameworks to Your Ethical Responsibilities for Data-Driven Technologies | Apply an Ethical Frameork to Navigate an Ethically Challenging Dilemma | Follow Regulations and Standards That Have an Impact on Business Strategy | Reconcile Conflicts Between Ethics, Regulations, Societal Needs, and Business Demands | Apply What You've Learned","Eleanor 'Nell' Watson, Aaron Hui, Abhishek Gupta",Starts Jul 18,15 hours to complete,
The Science of Stem Cells,4.7 out of 5 stars,3.2K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/stem-cells,5 modules,"Precision Medicine, Ethical Standards And Conduct, Emerging Technologies, Healthcare Ethics, Life Sciences, Clinical Research, Medical Science and Research, Biology, Laboratory Research, Molecular Biology",Introduction to Stem Cells | How Do Stem Cells Work? | Using Stem Cells to Study Disease | Using Stem Cells to Treat Disease | The Bioethics of Stem Cell Research and Therapy,"Dr. Zehra Dincer, American Museum of Natural History",Starts Jul 18,Flexible schedule,Approx. 10 hours.Learn at your own pace
AI Product Management,4.7 out of 5 stars,805 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-product-management-duke,,"Human Centered Design, Machine Learning, Applied Machine Learning, Data Management, Human Computer Interaction, Unsupervised Learning, Technical Management, Artificial Intelligence and Machine Learning (AI/ML), Data Science, MLOps (Machine Learning Operations), Product Design, Data Quality",Machine Learning Foundations for Product Managers | Managing Machine Learning Projects | Human Factors in AI,"Jon Reifschneider, Duke University",Starts Jul 18,4 months,at 5 hours. a week
Cyber Security – Technology and Governance,4.7 out of 5 stars,99 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cyber-security-technology-governance,,"Network Security, Computer Security Incident Management, Cybersecurity, Cyber Attacks, Command-Line Interface, TCP/IP, Security Management, Computer Networking, Linux, Computer Architecture, Human Factors (Security), Incident Response",Introduction to Computer Security | Introduction to Network Security | Security Management and Governance | Cybercrime,"Guido Schmitz, Andrew Dwyer, Professor Peter Komisarczuk, Konstantinos Mersinas, University of London, Royal Holloway, University of London",Starts Jul 18,,
Grow with AI: Your AI-driven Growth Marketing strategy,4.6 out of 5 stars,65 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/grow-with-ai-your-ai-driven-growth-marketing-strategy,4 modules,"Customer experience strategy (CX), Marketing Automation, Artificial Intelligence, Customer Insights, Growth Strategies, Customer Retention, Marketing Effectiveness, Lead Generation, Business Ethics, Customer Engagement, Marketing Analytics, Email Marketing, AI Personalization, Marketing Strategies",Create an AI-powered Growth Marketing Strategy | Attract Potential Customers and Build an Email List with AI | Turn prospects into happy customers and advocates with AI | Optimize your Growth Marketing Strategy with AI-Driven Analytics,Thalita Milan,Starts Jul 18,9 hours to complete,
Quantitative Methods,4.7 out of 5 stars,2.3K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/quantitative-methods,9 modules,"Science and Research, Scientific Methods, Research, Surveys, Social Sciences, Experimentation, Research Design, Quantitative Research, Sampling (Statistics), Ethical Standards And Conduct, Research Methodologies","Before we get started... | Origins of the scientific method | The Scientific Method | Research Designs | Measurement | Sampling | Practice, Ethics & Integrity | Catch Up | Exam Time!","Annemarie Zand Scholten, University of Amsterdam",Starts Jul 18,Flexible schedule,Learn at your own pace
Success with Integrity: Business Ethics Foundation,4.9 out of 5 stars,131 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/success-with-integrity-business-ethics-foundation,1 module,"Strategic Decision-Making, Corporate Sustainability, Environmental Social And Corporate Governance (ESG), Business Ethics, Decision Making, Ethical Standards And Conduct, Leadership Studies, Compliance Management, Global Marketing, Business Management, Conflict Management, Personal Integrity, Trustworthiness, Professionalism, Team Leadership",Success with Integrity: Foundational Business and Corporate Ethics,"Kelley O'Connell, Coursera Instructor Network",Starts Jul 18,3 hours to complete,
Mental Health Care Fundamentals,4.8 out of 5 stars,811 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/mental-health-care-fundamentals,,"Cultural Sensitivity, Mental Health Diseases and Disorders, Professional Development, Medical Privacy, Professionalism, Pediatrics, Cultural Diversity, Ethical Standards And Conduct, Mental Health Therapies, Human Development, Psychiatric And Mental Health Nursing, Time Management","Professionalism in Allied Health | Mental Health Overview, Theories, and Disorders | Mental Health Development, Difficulties, and Disorders",Jennifer Zabel,Starts Jul 18,3 months,at 2 hours. a week
